Key,Median_Largest_Improvement_Ratio
perf_branches,0.047619047619047616
perf_task_clock,0.05555555555555555
perf_cycles,0.0625
perf_cache_references,0.25
perf_time,0.265625
weights,0.2727272727272727
perf_cache_misses,0.30985915492957744
perf_faults,0.38181818181818183
perf_instructions,0.5
perf_cpu_clock,0.5454545454545454
energy,0.5555555555555556
perf_branch_misses,0.6617647058823529
time,0.6666666666666666
