Key,Median,IQR
perf_time,1,1.0
perf_cache_misses,1,3.0
perf_task_clock,1,9.0
perf_L1_dcache_loads,1,2.0
weights,2,4.0
energy,2,6.0
perf_cpu_clock,4,7.0
perf_faults,4,2.0
perf_branch_misses,9,8.0
time,10,14.0
perf_cache_references,10,17.0
perf_instructions,11,34.0
perf_branches,11,10.0
perf_cycles,12,7.0
