Key,Median,IQR
perf_cache_misses,17,21.0
perf_cache_references,18,8.0
perf_faults,25,22.0
perf_task_clock,26,13.0
perf_cycles,27,5.0
time,28,64.0
perf_cpu_clock,34,20.0
perf_L1_dcache_loads,35,8.0
weights,46,74.0
perf_branch_misses,86,65.0
perf_instructions,87,117.0
perf_branches,88,49.0
energy,89,95.0
perf_time,121,51.0
