Key,Median,IQR
1,0.012083024462564863,0.024213174171347676
5,0.02279136543095934,0.04287943431667162
3,0.024819186681222707,0.05256512317368756
4,0.0381070542360865,0.1814331501831502
2,0.05110509399903139,0.19220220955515074
