item_name,rank_median_execution_time,median_execution_time
time_2,1.0,2.8933393204970344
perf_L1_dcache_loads_2,2.0,2.932993459457066
weights_2,3.0,2.945207027485594
perf_L1_dcache_loads_1,4.0,2.9524400400114246
perf_cycles_1,5.0,2.958763054000883
perf_faults_1,6.0,2.9612339409068227
weights_1,7.0,2.996066753490595
perf_cache_misses_3,8.0,2.9987558574939612
time_3,9.0,3.004901862001134
perf_cache_references_2,10.0,3.025265706000937
perf_instructions_5,11.0,3.030809248011792
perf_branch_misses_3,12.0,3.0317945790011436
energy_3,13.0,3.033119554980658
time_1,14.0,3.0382440419962222
time_4,15.0,3.039545353502035
perf_cache_references_1,16.0,3.041270590998465
perf_cache_references_3,17.0,3.05136523899273
weights_3,18.0,3.051535810023779
perf_cycles_5,19.0,3.0547060134995263
perf_cache_misses_1,20.0,3.0650137114862446
perf_time_5,21.0,3.0650251229963033
perf_branch_misses_2,22.0,3.0684085180109832
perf_cache_references_4,23.0,3.0724311329831835
perf_cache_references_5,24.0,3.073358747526072
energy_1,25.0,3.083871789975092
perf_branch_misses_4,26.0,3.088847457023803
perf_branches_2,27.0,3.146462116506882
perf_cpu_clock_3,28.0,3.1692679884145036
energy_5,29.0,3.1753676760708913
weights_5,30.0,3.1778009644476697
perf_faults_5,31.0,3.193293255404569
perf_time_1,32.0,7.996301107501495
perf_branch_misses_1,33.0,9.178252821991919
perf_L1_dcache_loads_3,34.0,9.765078147524036
perf_cycles_2,35.0,9.809165402497456
energy_4,36.0,10.503998525004135
perf_cycles_3,37.0,10.569095613998797
perf_time_3,38.0,10.575975635998475
energy_2,39.0,11.243557836394757
perf_instructions_2,40.0,12.811455716495402
perf_instructions_3,41.0,12.958837848011171
perf_branches_5,42.0,13.037088522018166
perf_L1_dcache_loads_4,43.0,13.068660835997434
perf_instructions_4,44.0,13.131938869511941
perf_branches_1,45.0,13.14228152600117
original,46.0,13.675945046001289
perf_cycles_4,47.0,13.754944583022734
weights_4,48.0,13.84032010048395
perf_faults_2,49.0,13.849699423997663
perf_cache_misses_4,50.0,13.864434017013991
perf_time_2,51.0,13.868884340976365
time_5,52.0,13.881734369999322
perf_instructions_1,53.0,13.890350805479102
perf_time_4,54.0,13.919058126997697
perf_cache_misses_2,55.0,13.951557707507163
perf_cache_misses_5,56.0,13.958856472512707
perf_branches_4,57.0,13.962969154526945
perf_L1_dcache_loads_5,58.0,13.999394212471088
perf_cpu_clock_2,59.0,14.435765995527618
perf_task_clock_4,60.0,14.531276272959076
perf_cpu_clock_5,61.0,14.577163967420347
perf_task_clock_3,62.0,14.580181046039797
perf_faults_3,63.0,14.603730633039959
perf_task_clock_1,64.0,14.609348702360876
perf_cpu_clock_1,65.0,14.610093798022717
perf_cpu_clock_4,66.0,14.630742959911004
perf_faults_4,67.0,14.650335040059872
perf_task_clock_2,68.0,14.655498950509354
perf_branches_3,69.0,14.661308052949607
perf_task_clock_5,70.0,14.740079052979127
perf_branch_misses_5,71.0,17.130888502520975
