Item_Retry,Normalized_MAD
energy_2,0.1592901675928282
energy_5,0.20842997921701217
perf_branches_3,0.24536365274590421
weights_5,0.17756584106256848
perf_faults_1,0.015541406469678972
perf_faults_3,0.023026520754118297
perf_faults_4,0.02274582052583701
perf_faults_5,0.01880840235800271
perf_cpu_clock_1,1.038713899367245
perf_cpu_clock_2,0.7962791207969707
perf_cpu_clock_3,0.3006477832202566
perf_cpu_clock_4,0.39653442152632373
perf_cpu_clock_5,0.21848895797205847
perf_task_clock_1,1.3360003005386278
perf_task_clock_2,0.44592143056122624
perf_task_clock_3,0.5454832720965304
perf_task_clock_4,0.2626094463208788
perf_task_clock_5,0.20052877769009375
time_1,0.1877614135852608
time_2,0.2019999530398415
time_3,0.24233429435633427
time_4,0.28718623499940965
time_5,0.26226142231765504
perf_time_1,0.17307094208589932
perf_time_3,0.2000018471796629
perf_time_4,0.2154017240526455
perf_time_5,0.30880426887468476
perf_cycles_1,0.1540206762996848
perf_cycles_2,0.22275019272808413
perf_cycles_3,0.23980545142759935
perf_cycles_5,0.22833833362881334
perf_cache_references_1,0.18629465769511006
perf_cache_references_2,0.21676493229042365
perf_time_2,0.16783434129234945
perf_cycles_4,0.2103201171876684
perf_cache_references_3,0.2537555758649237
perf_cache_references_4,0.2374164501116018
perf_cache_references_5,0.25309126927538755
perf_cache_misses_1,0.13067111854778732
perf_cache_misses_2,0.08371403469199598
perf_cache_misses_3,0.14497399934382274
perf_cache_misses_4,0.14336176738050974
perf_cache_misses_5,0.1254426934187839
perf_branch_misses_1,0.1645448396310738
perf_branch_misses_2,0.1289974292794106
perf_branch_misses_3,0.22167063146226137
perf_branch_misses_4,0.16513736697430628
perf_branch_misses_5,0.27004910607575594
energy_1,0.16490924629947945
energy_3,0.1529178031127603
energy_4,0.16272248967674674
perf_instructions_1,0.17938268253169287
perf_instructions_2,0.21002603702816813
perf_instructions_4,0.1424476459598428
perf_instructions_3,0.19424255349256764
perf_instructions_5,0.14539355562259726
perf_branches_1,0.1573164723224041
perf_branches_2,0.25972622388337174
perf_branches_4,0.20868179898903721
perf_branches_5,0.18890489704623734
weights_1,0.12755945177984707
weights_2,0.13986006238942109
weights_3,0.17405069912054008
weights_4,0.16126095782161995
perf_L1_dcache_loads_1,0.15646063269559704
perf_L1_dcache_loads_2,0.14021903741875463
perf_L1_dcache_loads_3,0.1285456176058313
perf_L1_dcache_loads_4,0.17974584568349175
perf_L1_dcache_loads_5,0.19147475449225781
perf_faults_2,0.011627703178827553
