Item_Retry,Normalized_MAD
time_1,0.1599792968181644
time_2,0.1260604268760157
time_3,0.11987117206403754
time_4,0.10003808243959865
time_5,0.6133035499063701
perf_time_1,0.36781795182153626
perf_time_2,0.11734305970492383
perf_time_3,0.16300125633294676
perf_time_4,0.20304112482378248
perf_time_5,0.045567592677274414
perf_instructions_1,0.1955555289491423
perf_instructions_2,0.6195206465926926
perf_instructions_3,0.3531929173364788
perf_instructions_4,0.05085331479829098
perf_instructions_5,0.1194528704945274
perf_cycles_1,0.05095018796447701
perf_cycles_2,0.10422191556053101
perf_cycles_3,0.12360341144203314
perf_cycles_4,0.036998889548536286
perf_cycles_5,0.10334629842848185
perf_cache_references_1,0.3320175019165482
perf_cache_references_2,0.05043435889860191
perf_cache_references_3,0.6501561941969886
perf_cache_references_4,0.09736959641395587
perf_cache_references_5,0.11350685405497743
perf_cache_misses_1,0.6668336535633838
perf_cache_misses_2,0.1506525948401843
perf_cache_misses_3,0.2231573251068765
perf_cache_misses_4,0.38348978947678636
perf_cache_misses_5,0.051090104169062914
perf_branches_1,0.1305804592606113
perf_branches_2,1.1108564657805755
perf_branches_3,0.06182314917162143
perf_branches_4,0.2644231553307767
perf_branches_5,0.5446247812741404
perf_branch_misses_1,0.04852943559141466
perf_branch_misses_2,0.4477848986723755
perf_branch_misses_3,0.11448115261048766
perf_branch_misses_4,0.001588461244910233
perf_branch_misses_5,0.10243437029066305
perf_cpu_clock_1,0.10601775481097431
perf_cpu_clock_2,0.0317127812246034
perf_cpu_clock_3,0.10710812587230707
perf_cpu_clock_4,0.12336753676774752
perf_cpu_clock_5,0.09319282079695743
perf_task_clock_1,0.08928231831285831
perf_task_clock_2,0.3653401928048232
perf_task_clock_3,0.20883514838561146
perf_task_clock_4,0.12951331001481678
perf_task_clock_5,0.32196448380281545
perf_faults_1,0.07605070129281204
perf_faults_2,0.02296493420220746
perf_faults_3,0.005437517800831719
perf_faults_4,0.03275387028714215
perf_faults_5,0.09043940933547148
weights_1,0.11815421820557469
weights_2,0.5475513417257727
weights_3,0.09725613859274643
weights_4,0.023980917217192678
weights_5,0.6431254401172286
energy_1,0.054659551864958245
energy_2,0.21159150750303576
energy_3,0.11010923630568434
energy_4,0.18125773272031806
energy_5,0.600867895230681
