total_decreases,proportion_of_decreases,average_decrease_per_step,average_decrease_percentage_per_step,std_deviation_of_decreases,median_decrease,iqr_decrease,number_of_large_decreases,proportion_of_large_decreases,number_of_retries,item_name
6,0.06521739130434782,22941127.8,0.0260489727690914,23519600.96426775,11572674.5,9162018.5,1,0.2,2,energy
3,0.04225352112676056,8752706.0,0.009959817179443069,6316476.549999952,8752706.0,6316476.549999952,1,0.5,5,energy
6,0.022813688212927757,994642640.5333332,0.07236149371182553,1705548678.0563076,132914652.33333206,105506632.33333397,1,0.2,3,perf_branches
2,0.16666666666666666,19767105.98880005,0.017273143084689913,0.0,19767105.98880005,0.0,0,0.0,5,weights
10,0.037037037037037035,4789.666666666667,0.023428455896979363,10264.508788376903,900.0,968.0,1,0.1111111111111111,1,perf_faults
6,0.05454545454545454,2558.066666800005,0.012919419870854782,2088.756316846044,1772.0,1505.3333340000245,1,0.2,3,perf_faults
5,0.026595744680851064,2518.9375,0.012764972229542091,2600.0646829393977,1657.25,2958.8125,1,0.25,4,perf_faults
5,0.03184713375796178,2844.9000000000015,0.014068925818301232,2755.783505647706,2145.699999999997,4065.69999999999,1,0.25,5,perf_faults
5,0.014534883720930232,9.75,0.25,11.4755174175285,4.5,12.25,1,0.25,1,perf_cpu_clock
9,0.03345724907063197,5.6875,0.10435779816513761,4.961964706645947,5.0,4.75,1,0.125,2,perf_cpu_clock
5,0.013297872340425532,3.91666675,0.10879629861111112,5.448623415597758,1.0,3.7499992500000046,1,0.25,3,perf_cpu_clock
5,0.024630541871921183,8.625,0.14375,5.842997946260121,6.875,8.625,1,0.25,4,perf_cpu_clock
4,0.03305785123966942,14.533333333333333,0.23365487674169344,12.479672360371577,10.600000000000001,14.9,1,0.3333333333333333,5,perf_cpu_clock
9,0.016423357664233577,10.75,0.1235632183908046,8.99652710772329,10.5,11.0,1,0.125,1,perf_task_clock
