Key,Median_Largest_Improvement_Ratio
perf_branch_misses,0.14492753623188406
weights,0.2
perf_task_clock,0.21052631578947367
perf_cpu_clock,0.32
perf_faults,0.5675675675675675
energy,0.5777777777777777
