Key,Median_Largest_Improvement_Ratio
perf_cache_misses,0.12727272727272726
perf_branch_misses,0.14492753623188406
perf_cache_references,0.17391304347826086
weights,0.2
perf_task_clock,0.21052631578947367
perf_branches,0.23076923076923078
time,0.29411764705882354
perf_cycles,0.3157894736842105
perf_cpu_clock,0.32
perf_time,0.4583333333333333
perf_faults,0.5675675675675675
energy,0.5777777777777777
perf_instructions,0.6538461538461539
