Key,Median,IQR
weights,1,1.0
perf_cpu_clock,2,3.0
perf_task_clock,2,2.0
perf_faults,13,6.0
perf_time,17,2.0
perf_cache_references,17,0.0
perf_cache_misses,17,3.0
time,18,1.0
perf_instructions,18,1.0
perf_cycles,18,1.0
perf_branches,18,1.0
perf_branch_misses,18,1.0
energy,19,1.0
perf_L1_dcache_loads,19,2.0
