Key,Median,IQR
1,0.012002230833802882,0.021363211513651108
2,0.025343907196386406,0.10425362903896138
3,0.028693107077084976,0.01991180586315008
4,0.032748287671232876,0.007173518969293621
5,0.05128339995792131,0.025119843010997782
