Key,Median,IQR
1,0.010225633090065033,0.005138341839860996
2,0.018696879892641467,0.008725034875170751
3,0.02584410727641842,0.011518783092838356
4,0.032748287671232876,0.007173518969293621
5,0.05128339995792131,0.025119843010997782
