total_decreases,proportion_of_decreases,average_decrease_per_step,average_decrease_percentage_per_step,std_deviation_of_decreases,median_decrease,iqr_decrease,number_of_large_decreases,proportion_of_large_decreases,number_of_retries,item_name
5,0.01730103806228374,0.174825,0.034508112589317436,0.1541484734760614,0.1471499999999999,0.2247250000000005,1,0.25,3,time
8,0.02888086642599278,0.41879999999999995,0.08301123862757923,0.7724464697125805,0.009199999999999875,0.3102999999999998,1,0.14285714285714285,4,time
7,0.045454545454545456,0.1098333333333333,0.021705334440008953,0.14679358145217236,0.03080000000000016,0.14760000000000018,2,0.3333333333333333,5,time
18,0.04186046511627907,0.07548170588235295,0.014887690198340842,0.09067614205820937,0.03404200000000035,0.09106900000000007,4,0.23529411764705882,1,perf_time
11,0.06111111111111111,0.08298550000000002,0.01588900642851331,0.09917511820234957,0.027292500000000164,0.14221299999999992,3,0.3,3,perf_time
7,0.02734375,0.11594666666666671,0.0226128636015393,0.154238246873321,0.034731999999999985,0.1429014999999998,2,0.3333333333333333,4,perf_time
7,0.030973451327433628,0.1147845,0.02247615746791869,0.14074663995959774,0.028661000000000048,0.14664424999999914,2,0.3333333333333333,5,perf_time
14,0.015469613259668509,1103356550.0769231,0.057991784971189723,2434109872.001538,15834937.0,342755736.0,2,0.15384615384615385,1,perf_cycles
7,0.0231023102310231,455193097.75,0.023650555492452867,581831819.6472282,170421999.0,635243503.625,2,0.3333333333333333,2,perf_cycles
6,0.019672131147540985,508884317.3333332,0.026656769827547833,564634129.9909683,150128808.33333397,803588262.6666679,2,0.4,3,perf_cycles
14,0.04375,1104849891.9846156,0.05784276928597698,2048406150.0541632,50022353.19999695,1425613811.4000034,2,0.15384615384615385,5,perf_cycles
4,0.007142857142857143,20332245.333333332,0.057106211182813664,14616439.00401705,24028705.0,17612852.5,1,0.3333333333333333,1,perf_cache_references
8,0.020887728459530026,8514808.57142857,0.02390551902948365,13411093.145346915,483634.5,10831326.5,2,0.2857142857142857,2,perf_cache_references
9,0.04477611940298507,0.10299749999999996,0.01975683540756367,0.145483414713671,0.03962899999999969,0.06935924999999976,2,0.25,2,perf_time
8,0.034782608695652174,572324353.6428572,0.029940904634418664,587834935.7022687,224380866.75,995595571.375,2,0.2857142857142857,4,perf_cycles
11,0.038869257950530034,5966419.533333302,0.01673900493482088,10291192.67897137,1299015.1666665077,4333705.583333731,2,0.2,3,perf_cache_references
6,0.023529411764705882,11456262.65,0.032184277673030115,13865605.962416908,2073342.5,17464316.25,2,0.4,4,perf_cache_references
4,0.017699115044247787,30657081.53333333,0.08615408970603826,8490641.174062459,36642973.19999999,9014616.299999967,0,0.0,5,perf_cache_references
7,0.023178807947019868,65763.83333333333,0.0726518859923854,109138.58667678246,16055.0,28881.0,1,0.16666666666666666,1,perf_cache_misses
9,0.030303030303030304,95491.5,0.07371666581106551,221862.05815044176,12352.0,4851.375,1,0.125,2,perf_cache_misses
6,0.027522935779816515,6177.466666800016,0.010361753364276477,5013.066059191003,3861.6666659999173,6824.666665999917,1,0.2,3,perf_cache_misses
5,0.02127659574468085,14927.4375,0.02368599874329998,16614.380999016146,7016.375,11501.8125,1,0.25,4,perf_cache_misses
11,0.08943089430894309,7018.359999999998,0.011051400706573117,7229.2926131399745,4332.199999999953,12627.599999999977,3,0.3,5,perf_cache_misses
15,0.02555366269165247,5282777.714285715,0.01597459324476729,8474940.189416692,80101.5,9144679.25,4,0.2857142857142857,1,perf_branch_misses
10,0.03773584905660377,3856638.5555555555,0.011659184075459808,6539940.748220547,1048502.0,1450880.5,2,0.2222222222222222,2,perf_branch_misses
7,0.04216867469879518,5551634.611111164,0.01678123195741622,7745674.672866412,790443.8333334923,8536770.083333015,2,0.3333333333333333,3,perf_branch_misses
11,0.05045871559633028,24592808.6,0.07434789555053646,45173347.93478933,1737693.375,14681819.875,2,0.2,4,perf_branch_misses
