Key,Median,IQR
perf_cpu_clock,3,3.0
weights,6,6.0
perf_task_clock,12,8.0
perf_instructions,12,0.0
perf_faults,14,0.0
time,23,163.0
perf_cycles,31,53.0
perf_cache_misses,35,32.0
perf_time,43,247.0
perf_branches,53,24.0
perf_L1_dcache_loads,65,14.0
perf_branch_misses,74,310.0
energy,86,130.0
perf_cache_references,86,60.0
