Key,Median,IQR
perf_task_clock,1,2.0
time,2,0.0
weights,2,2.0
energy,2,14.0
perf_cpu_clock,5,1.0
perf_instructions,7,7.0
perf_branches,7,9.0
perf_L1_dcache_loads,7,2.0
perf_cache_misses,9,25.0
perf_cache_references,10,12.0
perf_cycles,19,18.0
perf_time,20,53.0
perf_faults,29,4.0
perf_branch_misses,42,13.0
