Key,Median,IQR
1,0.0020171462517496177,0.00023493713139476936
2,0.003128022354153522,0.0017550495150549439
3,0.00586515307877537,0.0004745001497458998
4,0.0076978875220204,0.0022980606971470755
5,0.009051441677588467,0.0053889620088274056
