Key,Median,IQR
time,0.007633587786259542,0.007129102844638949
perf_branch_misses,0.008287292817679558,0.008625228519195612
perf_branches,0.008298755186721992,0.006605042016806723
perf_L1_dcache_loads,0.008733624454148471,0.004084033613445379
perf_time,0.009615384615384616,0.008476091166393564
perf_instructions,0.01034928848641656,0.004471204188481676
perf_cycles,0.012718600953895072,0.007228426395939087
perf_faults,0.017699115044247787,0.028596730245231607
perf_cache_references,0.01856763925729443,0.007099447513812154
perf_task_clock,0.026578073089700997,0.033236013036393265
perf_cache_misses,0.029545454545454545,0.02703579934810535
perf_cpu_clock,0.06091370558375635,0.23461538461538461
weights,0.1724137931034483,0.34457478005865105
energy,0.175,0.19964932787843365
