Key,Median,IQR
time,6,0.0
perf_time,6,0.0
perf_instructions,6,0.0
perf_branches,6,0.0
perf_branch_misses,6,0.0
perf_L1_dcache_loads,6,0.0
perf_task_clock,6.5,45.75
perf_cycles,8,0.0
weights,10,6.0
energy,10.0,7.75
perf_cpu_clock,12,18.0
perf_cache_references,14,6.0
perf_faults,15,2.0
perf_cache_misses,26,18.0
