Item_Retry,Normalized_MAD
energy_2,0.08551459655494252
energy_5,0.37603509700846516
perf_branches_3,0.0003524420584009791
weights_5,0.3517905199739866
perf_faults_1,0.03630813859184388
perf_faults_3,0.003381471526345345
perf_faults_4,0.04881102486767571
perf_faults_5,0.027516729702068286
perf_cpu_clock_1,0.7389918954530291
perf_cpu_clock_2,0.4181293099365683
perf_cpu_clock_3,0.3599716735167239
perf_cpu_clock_4,0.2796008461231857
perf_cpu_clock_5,0.3029244963625511
perf_task_clock_1,0.6429145671900395
perf_task_clock_2,0.6379857296613713
perf_task_clock_3,0.30210726553195916
perf_task_clock_4,0.20808264331192966
perf_task_clock_5,0.21381141488342867
time_1,0.11980658575362098
time_2,0.5657846381871051
time_3,0.6150268110909393
time_4,0.21652567964705816
time_5,0.01326905439842791
perf_time_1,0.10168727732634637
perf_time_3,0.03456161825830083
perf_time_4,0.015548526260401539
perf_time_5,0.3809991315005786
perf_cycles_1,0.5091920507358931
perf_cycles_2,0.171258225733479
perf_cycles_3,0.07227185168477275
perf_cycles_5,0.2642969430742831
perf_cache_references_1,0.768646488600842
perf_cache_references_2,0.716543537910449
perf_time_2,0.06460848035292877
perf_cycles_4,0.05461137870523054
perf_cache_references_3,0.7617182228629964
perf_cache_references_4,0.5838276095313438
perf_cache_references_5,0.5878241238762305
perf_cache_misses_1,0.2464144540439118
perf_cache_misses_2,0.06347350971368258
perf_cache_misses_3,0.2365278775307464
perf_cache_misses_4,0.010295839627934476
perf_cache_misses_5,0.01633929638711964
perf_branch_misses_1,0.10403680163480676
perf_branch_misses_2,0.21545745441695238
perf_branch_misses_3,0.1263389206295411
perf_branch_misses_4,0.5124747844305892
perf_branch_misses_5,0.03782860421824156
energy_1,0.2892775833843932
energy_3,0.37919389131328374
energy_4,0.01531895762843033
perf_instructions_1,0.01706443243112934
perf_instructions_2,0.00399789857852266
perf_instructions_4,0.007941132096409587
perf_instructions_3,0.016603016420850793
perf_instructions_5,0.6258886255759837
perf_branches_1,0.012090952360113616
perf_branches_2,0.05309059179503167
perf_branches_4,0.03136505628076637
perf_branches_5,0.04264716584414168
weights_1,0.5406686352904848
weights_2,0.33483125840743816
weights_3,0.4703174710956954
weights_4,0.1493895764310533
perf_L1_dcache_loads_1,0.3586261945298909
perf_L1_dcache_loads_2,0.5837498956121236
perf_L1_dcache_loads_3,0.1206454756047635
perf_L1_dcache_loads_4,0.016824850690361774
perf_L1_dcache_loads_5,0.0002808431321936583
perf_faults_2,0.01829997576490261
