Item_Retry,Normalized_MAD
time_1,0.5932866752187378
time_2,0.5641464246464956
time_3,0.5851807576436938
time_4,0.5828971108283071
time_5,0.5878563397834033
perf_time_1,0.6115091718640179
perf_time_2,0.5283935202787868
perf_time_3,0.568870874885969
perf_time_4,0.558541939613348
perf_time_5,0.6451235113052984
perf_instructions_1,0.556862923823745
perf_instructions_2,0.5409474277925165
perf_instructions_3,0.5533990110801743
perf_instructions_4,0.5531054329867179
perf_instructions_5,0.5468662218291572
perf_cycles_1,0.6155034843306585
perf_cycles_2,0.5633484651314125
perf_cycles_3,0.5450372844683162
perf_cycles_4,0.6374134264461178
perf_cycles_5,0.5790844014734692
perf_cache_references_1,0.4193844986739491
perf_cache_references_2,0.9695093360182669
perf_cache_references_3,1.0459645554180586
perf_cache_references_4,0.7841731566761462
perf_cache_references_5,0.7668722578634003
perf_cache_misses_1,0.38726561597738546
perf_cache_misses_2,0.2942690981641291
perf_cache_misses_3,0.3548031405651123
perf_cache_misses_4,0.3852652750030298
perf_cache_misses_5,0.3982725205106569
perf_branches_1,0.2982676824159978
perf_branches_2,0.5821878343279185
perf_branches_3,0.5623965463809178
perf_branches_4,0.5879901046778535
perf_branches_5,0.5660398966024679
perf_branch_misses_1,0.5953326645038066
perf_branch_misses_2,0.5322769086869653
perf_branch_misses_3,0.12072505240945614
perf_branch_misses_4,0.5615357146963263
perf_branch_misses_5,0.5509065467026345
perf_cpu_clock_1,0.5537244487871091
perf_cpu_clock_2,0.38018264386309547
perf_cpu_clock_3,0.32743246081535865
perf_cpu_clock_4,0.2158759018827288
perf_cpu_clock_5,0.21269237718018202
perf_task_clock_1,0.6682385751944914
perf_task_clock_2,0.33898091259727114
perf_task_clock_3,0.30417415857341956
perf_task_clock_4,0.22793423995175885
perf_task_clock_5,0.2279333910066638
perf_faults_1,0.037695203882039695
perf_faults_2,0.046808414893876424
perf_faults_3,0.04449347981496684
perf_faults_4,0.04533884890108072
perf_faults_5,0.08576972435606771
weights_1,0.6040108230565999
weights_2,0.3779374908934812
weights_3,0.29745022916825187
weights_4,0.3011092656881651
weights_5,0.2734451751070882
energy_1,0.5834274060795376
energy_2,0.6426635826898035
energy_3,0.5909783364364863
energy_4,0.5027720800636792
energy_5,0.561874579022442
perf_L1_dcache_loads_1,0.5542760760525389
perf_L1_dcache_loads_2,0.5658980560670477
perf_L1_dcache_loads_3,0.5565015413748235
perf_L1_dcache_loads_4,0.5895839405638914
perf_L1_dcache_loads_5,0.12799262192999747
