Key,Median,IQR
1,0.01207482993197279,0.0028120239945146203
2,0.021818470326880356,0.002915033293649536
3,0.03488843813387424,0.0049731528395248956
4,0.0411036036036036,0.009269626769626775
5,0.06382978723404255,0.010511363636363631
