item_name,rank_median_execution_time,median_execution_time
perf_cycles_4,1.0,0.014378327099984744
perf_time_4,2.0,0.014556628050195286
perf_branches_2,3.0,0.014714583849854534
time_1,4.0,0.014871705050609307
perf_instructions_1,5.0,0.015477658649615478
perf_branches_1,6.0,0.015611501350213075
time_2,7.0,0.015668674400512828
energy_4,8.0,0.015720225199765993
energy_5,9.0,0.016457182400336022
energy_2,10.0,0.016939099149749382
perf_instructions_3,11.0,0.017004904799978248
perf_time_2,12.0,0.017446253600064666
perf_instructions_5,13.0,0.017665852399659343
perf_instructions_4,14.0,0.01798146720029763
perf_faults_3,15.0,0.01800376090031932
perf_branches_5,16.0,0.018364895600097953
time_4,17.0,0.01869934690039372
perf_cache_references_2,18.0,0.018875803999981143
perf_time_3,19.0,0.01888392670007306
time_5,20.0,0.019256092999421527
perf_cache_references_4,21.0,0.019657635000476147
perf_task_clock_4,22.0,0.019915249099722133
perf_branch_misses_2,23.0,0.020175824499892768
perf_cycles_1,24.0,0.020488987900171195
time_3,25.0,0.020637822250137106
perf_cache_references_3,26.0,0.02090076179956668
perf_time_5,27.0,0.02094244385007187
perf_cycles_5,28.0,0.02095831900005578
perf_cycles_2,29.0,0.02115142660040874
perf_faults_4,30.0,0.02115362310069031
perf_faults_1,31.0,0.021254720150318464
perf_cache_references_5,32.0,0.021527235199755523
perf_cycles_3,33.0,0.02176829654999892
energy_1,34.0,0.021820046350330812
perf_branches_3,35.0,0.0235335519995715
perf_time_1,36.0,0.027018110000062733
perf_cpu_clock_5,37.0,0.02706925564998528
perf_cpu_clock_4,38.0,0.027663336049590724
perf_task_clock_1,39.0,0.02777994860007311
perf_task_clock_3,40.0,0.028278096800204367
perf_cache_misses_2,41.0,0.02935269014997175
perf_cache_misses_5,42.0,0.02988430334953591
perf_instructions_2,43.0,0.03044673460026388
perf_cpu_clock_1,44.0,0.031217003199708417
perf_branch_misses_1,45.0,0.03125156829992193
perf_cpu_clock_2,46.0,0.031387537649425215
perf_branches_4,47.0,0.03203264499970828
perf_cache_misses_4,48.0,0.032271537800261284
perf_branch_misses_4,49.0,0.032278794400190235
perf_cache_misses_3,50.0,0.032312053450004895
perf_branch_misses_3,51.0,0.03246733425039565
perf_cpu_clock_3,52.0,0.032531645250128347
perf_branch_misses_5,53.0,0.032533244649675906
weights_1,54.0,0.033576063100190366
weights_2,55.0,0.05578220589959528
weights_4,56.0,0.05934880784989218
perf_faults_2,57.0,0.09525213169981725
energy_3,58.0,0.09640073014961673
perf_faults_5,59.0,0.09816485759947682
original,60.0,0.09871507689967984
perf_task_clock_5,61.0,0.09884846909990301
perf_cache_misses_1,62.0,0.09897622155040153
perf_cache_references_1,63.0,0.09967335104956873
weights_5,64.0,0.10129496485023992
weights_3,65.0,0.10223355389971403
perf_task_clock_2,66.0,0.11356903494961443
