Key,Median,IQR
perf_cpu_clock,3,9.0
perf_task_clock,3,3.0
perf_branch_misses,6,1.0
weights,6,2.0
perf_time,8,4.0
perf_cache_references,8,7.0
perf_cycles,9,4.0
time,10,6.0
perf_cache_misses,10,6.0
energy,10,2.0
perf_L1_dcache_loads,10,5.0
perf_instructions,11,0.0
perf_branches,12,1.0
perf_faults,12,0.0
