total_decreases,proportion_of_decreases,average_decrease_per_step,average_decrease_percentage_per_step,std_deviation_of_decreases,median_decrease,iqr_decrease,number_of_large_decreases,proportion_of_large_decreases,number_of_retries,item_name
7,0.03365384615384615,17.833333333333332,0.00023254095546080053,11.852097798374016,21.0,21.25,2,0.3333333333333333,1,perf_faults
11,0.10091743119266056,11.5,0.00014991428813526179,9.346122190513025,8.5,8.0,2,0.2,2,perf_faults
8,0.16,6.285714285714286,8.195978258269325e-05,5.584640499232059,4.0,3.0000004999965313,1,0.14285714285714285,3,perf_faults
6,0.12244897959183673,13.95,0.00018182706877168972,13.997678378931273,4.25,22.0,2,0.4,4,perf_faults
8,0.21052631578947367,8.3142857142853,0.00010840092248811985,5.784567787642229,6.0,7.100000000005821,2,0.2857142857142857,5,perf_faults
6,0.030612244897959183,6162487367.677401,0.14496785793383882,8652264245.610537,875039601.4069996,5170633503.233997,1,0.2,1,weights
7,0.07692307692307693,4741128628.880334,0.11595261950673356,4999896214.5415325,2391637212.6132517,8826063799.678875,2,0.3333333333333333,2,weights
9,0.16666666666666666,3302728799.900792,0.09803912000755177,3935187372.5535626,1940466005.796999,2834237630.632004,1,0.125,3,weights
9,0.225,3264201300.3217816,0.08657128373571378,5211125857.988725,1356255810.6515007,1817117080.1988783,1,0.125,4,weights
6,0.16216216216216217,4439822758.78992,0.11677402682287992,6101545601.288776,1114221222.908598,2977294235.6133957,1,0.2,5,weights
9,0.04326923076923077,101905492.875,0.07601681065164136,155427841.02429193,44613255.5,60910614.75,1,0.125,1,energy
8,0.06015037593984962,107965077.28571428,0.080168503511636,114486721.57074188,92484589.5,111183376.0,2,0.2857142857142857,2,energy
13,0.15476190476190477,98664958.05555558,0.06747235897749922,133330277.86784752,29851516.333333492,118663091.16666651,3,0.25,3,energy
11,0.1896551724137931,96836958.35,0.07557017392795125,121647380.85855259,56157099.375,62415804.9375,2,0.2,4,energy
7,0.17073170731707318,72540455.33333333,0.10287463472488248,82846437.08945146,41743636.0,39319960.6499999,1,0.16666666666666666,5,energy
9,0.03383458646616541,1908399666.25,0.0756076056383913,2307566487.849394,860150100.0,2420923897.5,2,0.25,1,perf_L1_dcache_loads
5,0.03289473684210526,2832181751.625,0.1302326794370007,3138316957.113285,1540227670.75,3052568625.125,1,0.25,2,perf_L1_dcache_loads
11,0.12790697674418605,1548919304.1333337,0.07100286616066297,2229796530.039511,491835584.833333,839298521.2499986,2,0.2,3,perf_L1_dcache_loads
8,0.10666666666666667,1528448254.25,0.07024791937926915,2203957472.5267696,601042762.0,951784030.0,1,0.14285714285714285,4,perf_L1_dcache_loads
11,0.2391304347826087,1556017206.48,0.07024522016134258,2136405292.2450182,705801691.5,1188934974.2500005,2,0.2,5,perf_L1_dcache_loads
