Item_Retry,Normalized_MAD
time_1,0.4540097484979285
time_2,0.4697209324757541
time_3,0.4524885687580594
time_4,0.4217312479677131
time_5,0.46154083818809627
perf_time_1,0.4549395232976416
perf_time_2,0.46192692082252135
perf_time_3,0.4534136275323635
perf_time_4,0.4632793996058717
perf_time_5,0.43398716608501203
perf_instructions_1,0.44526699383238233
perf_instructions_2,0.4405389576364116
perf_instructions_3,0.4321449454326101
perf_instructions_4,0.4541975752680647
perf_instructions_5,0.4412844502082659
perf_cycles_1,0.46909510712169816
perf_cycles_2,0.4484055896381539
perf_cycles_3,0.46951954356633985
perf_cycles_4,0.448409164634989
perf_cycles_5,0.4246569787032818
perf_cache_references_1,0.16748591278910244
perf_cache_references_2,0.38640553923240445
perf_cache_references_3,0.38809258501562294
perf_cache_references_4,0.3911261403546527
perf_cache_references_5,0.3860022425558163
perf_cache_misses_1,0.16837174972462318
perf_cache_misses_2,0.17003299622050053
perf_cache_misses_3,0.16725657973848032
perf_cache_misses_4,0.1609024634226558
perf_cache_misses_5,0.15635812245838077
perf_branches_1,0.5145211908704136
perf_branches_2,0.47924483088578557
perf_branches_3,0.47496126202524375
perf_branches_4,0.5168354375757751
perf_branches_5,0.4503173925065663
perf_branch_misses_1,1.1017285461857105
perf_branch_misses_2,1.0967893315582198
perf_branch_misses_3,1.0399937667865213
perf_branch_misses_4,1.0315546794083374
perf_branch_misses_5,0.9814370410028777
perf_cpu_clock_1,0.5648329773324006
perf_cpu_clock_2,0.521387185303282
perf_cpu_clock_3,0.45966966941872306
perf_cpu_clock_4,0.2643729080229142
perf_cpu_clock_5,0.23097344639856668
perf_task_clock_1,0.6775733928976563
perf_task_clock_2,0.5987914396951953
perf_task_clock_3,0.40353845801897886
perf_task_clock_4,0.24402116991042083
perf_task_clock_5,0.31803357023478307
perf_faults_1,0.008576206888511835
perf_faults_2,0.007181050644565958
perf_faults_3,0.007891994488308803
perf_faults_4,0.007895285223862803
perf_faults_5,0.007225968800862621
weights_1,0.24151330438256433
weights_2,0.1980386267799016
weights_3,0.15238689026243898
weights_4,0.17367756583758534
weights_5,0.17065317734930832
energy_1,0.422710619238962
energy_2,0.4240845496312769
energy_3,0.34887393291857083
energy_4,0.3845741300959528
energy_5,0.3573448045470974
perf_L1_dcache_loads_1,0.3184388235427637
perf_L1_dcache_loads_2,0.3516088658213951
perf_L1_dcache_loads_3,0.31340781985425054
perf_L1_dcache_loads_4,0.31733531411748245
perf_L1_dcache_loads_5,0.3540536486675337
