Key,Median,IQR
weights,1,1.0
perf_instructions,5,2.0
perf_task_clock,5,2.0
perf_cpu_clock,6,6.0
perf_faults,6,2.0
perf_branches,9,14.0
perf_L1_dcache_loads,9,11.0
time,12,4.0
perf_cache_misses,13,12.0
energy,13,11.0
perf_time,14,12.0
perf_cycles,21,7.0
perf_cache_references,22,13.0
perf_branch_misses,25,9.0
