Key,Median,IQR
perf_cycles,2,18.0
perf_branches,3,6.0
perf_task_clock,3,4.0
weights,6,17.0
perf_time,10,11.0
perf_cache_references,10,15.0
perf_cache_misses,16,16.0
perf_faults,17,19.0
time,18,27.0
perf_cpu_clock,18,9.0
energy,20,22.0
perf_instructions,22,25.0
perf_branch_misses,28,18.0
