Key,Median_Largest_Improvement_Ratio
perf_faults,0.013888888888888888
perf_task_clock,0.04054054054054054
energy,0.041237113402061855
perf_branch_misses,0.041666666666666664
perf_cpu_clock,0.04310344827586207
perf_cache_misses,0.05363984674329502
perf_time,0.06299212598425197
time,0.07920792079207921
weights,0.08333333333333333
perf_instructions,0.125
perf_cycles,0.19444444444444445
perf_branches,0.2767857142857143
perf_cache_references,0.36
