Key,Median,IQR
perf_cpu_clock,1,34.0
perf_cycles,1,4.0
perf_cache_misses,1,4.0
perf_task_clock,5,1.0
perf_L1_dcache_loads,5,2.0
perf_faults,6,50.0
perf_time,6,9.0
weights,6,25.0
perf_cache_references,8,7.0
perf_branch_misses,8,5.0
energy,31,3.0
perf_instructions,44,92.0
time,45,48.0
perf_branches,68,132.0
