Key,Median,IQR
time,2,2.0
perf_cpu_clock,2,3.0
perf_instructions,4,3.0
perf_task_clock,4,4.0
perf_time,5,5.0
perf_cycles,5,13.0
perf_cache_references,5,4.0
perf_branch_misses,5,5.0
weights,5,5.0
energy,5,3.0
perf_L1_dcache_loads,5,1.0
perf_cache_misses,8,5.0
perf_branches,10,48.0
perf_faults,13,19.0
