Category,Median,IQR
2,0.08333333333333333,0.3574279379157428
5,0.13636363636363635,0.3126984126984127
4,0.3023255813953488,0.3479623824451411
3,0.4594594594594595,0.5511111111111111
1,0.5901639344262295,0.4677083333333333
