Key,Median,IQR
weights,1,0.0
perf_cpu_clock,10,30.0
perf_task_clock,10,17.0
energy,26,13.0
perf_branches,28,7.0
perf_faults,28,119.0
perf_instructions,28,6.0
perf_time,29,117.0
perf_cycles,34,6.0
perf_cache_references,38,90.0
perf_cache_misses,38,94.0
perf_branch_misses,51,23.0
time,52,207.0
perf_L1_dcache_loads,263,190.0
