Key,Median,IQR
perf_cpu_clock,1,61.0
perf_cache_misses,4,112.0
perf_task_clock,5,12.0
energy,29,12.0
perf_L1_dcache_loads,29,1.0
perf_branches,30,211.0
perf_time,33,15.0
weights,37,83.0
perf_instructions,49,100.0
perf_cache_references,66,62.0
perf_cycles,95,155.0
time,96,36.0
perf_faults,127,167.0
perf_branch_misses,140,197.0
